Impact_Score,Flood_Count,DFSI,Population_Density,Fatalities_per_1000,Injured_per_1000,Event_Impact,Avg_Flood_Duration,Max_Flood_Duration,Total_Flood_Duration,Supply_Priority_Level
0.1080846102975298,1.0,0,0.0461398905013265,0.0161692205950596,0.0,0.8,1.0,1.0,1.0,Low
0.1,2.0,0,0.0075855726030397,0.0,0.0,0.0,1.0,1.0,2.0,Low
0.2019387359441644,1.0,0,0.0192405280872169,0.0038774718883288,0.0,0.4,2.0,2.0,2.0,Low
0.626406591085135,6.0,0,0.2034163239952736,0.0528131821702696,0.0,42.0,2.6666666666666665,7.0,16.0,Low
0.934783946676619,0.0,0,0.1823079949728431,0.0257810428309058,0.0437868505223321,0.0,0.0,0.0,0.0,Low
1.0226180205240627,4.0,0,0.3644796873291088,0.0216969246656166,0.0235391163825085,3.7,16.5,62.0,66.0,Low
0.8222014868051619,1.0,0,0.3545161674897296,0.0441925329770994,0.0002104406332242,0.0,21.0,21.0,21.0,Low
0.8275366665599931,2.0,0,0.4009737990113099,0.0349790088735047,0.0200943242464814,0.0,1.0,1.0,2.0,Low
0.9200205520393402,5.0,0,0.4154937206048523,0.039861547558148,0.0001795565205321,0.8,13.8,62.0,69.0,Low
0.8237157073551387,3.0,0,0.278402309519891,0.0474314147102771,0.0,2.0,1.3333333333333333,2.0,4.0,Low
0.7291248722944726,4.0,0,0.3445275058978672,0.0348632300327887,0.0233865145561564,3.6,7.5,14.0,30.0,Low
1.0131127078006066,0.0,0,0.3385245954229477,0.0260050339575055,0.0002203816437076,0.0,0.0,0.0,0.0,Low
0.6266323905264174,7.0,0,0.245111421234172,0.0532647810528347,0.0,13.8,3.857142857142857,14.0,27.0,Low
0.8278314679851745,6.0,0,0.310947823179323,0.0556629359703489,0.0,6.800000000000001,3.8333333333333335,8.0,23.0,Low
0.9229274966146366,2.0,0,0.2359103604760311,0.0455387518966573,0.0003162413326156,13.4,7.5,14.0,15.0,Low
0.8135350905956008,1.0,0,0.3417402777887612,0.0270701811912014,0.0,5.2,14.0,14.0,14.0,Low
0.7250580511518352,4.0,0,0.0089318127322907,0.0417634185863918,0.0083526837172783,0.0,3.25,8.0,13.0,Low
0.62465719272002,3.0,0,0.0017954344666419,0.2077619878666999,0.0415523975733399,0.2,3.0,7.0,9.0,Low
0.5136598585931439,4.0,0,0.0136539859227075,0.0218557737490301,0.0054639434372575,0.0,3.25,7.0,13.0,Low
1.431379591293793,10.0,0,0.0044867956560423,1.529738447980579,0.1330207346070068,34.400000000000006,2.0,8.0,20.0,Low
0.5669659837350698,10.0,0,0.0183198326350093,0.2972808978697583,0.0366510696003811,28.8,2.0,8.0,20.0,Low
0.5361731681907628,2.0,0,0.0051560735834189,0.0578770691052205,0.0144692672763051,0.0,1.5,2.0,3.0,Low
4.515638404305477,1.0,0,0.0064875420005284,0.1494957393714279,7.681781069239527,0.0,1.0,1.0,1.0,Low
0.744433531688717,11.0,0,0.0038739934159942,0.2696092591522714,0.0192578042251622,2.8,3.8181818181818175,14.0,42.0,Low
0.5294950986105176,8.0,0,0.0057611915489691,0.2201416676378799,0.0388485295831552,6.000000000000001,3.0,8.0,24.0,Low
0.5652145558888744,1.0,0,0.0074359157618495,0.1203961031794604,0.0100330085982883,14.8,1.0,1.0,1.0,Low
0.2,0.0,0,0.0065453605707789,0.0,0.0,0.0,0.0,0.0,0.0,Low
0.541358454750149,0.0,0,0.0073887656503678,0.2221347146073768,0.0605821948929209,0.0,0.0,0.0,0.0,Low
0.5482729028105556,5.0,0,0.0069546414435454,0.0750911821497532,0.021454623471358,1.5000000000000002,3.4,8.0,17.0,Low
0.520814946796996,1.0,0,0.0089604609012922,0.0333039148751935,0.0083259787187983,0.0,1.0,1.0,1.0,Low
0.5413907284768212,3.0,0,0.0045061182491969,0.0662251655629139,0.0165562913907284,0.0,3.333333333333333,8.0,10.0,Low
10.523521528870244,4.0,0,0.0025608777321512,0.6991784653032687,19.547864592437215,4.9,1.25,2.0,5.0,Low
0.6306096860143149,0.0,0,0.0014280067782761,0.2089754976229037,0.0522438744057259,0.0,0.0,0.0,0.0,Low
0.7969708968521085,2.0,0,0.0007536557376388,0.4949514947535142,0.0989902989507028,0.0,1.0,1.0,2.0,Low
0.4504277958010455,2.0,0,0.0044383026616387,0.0840463263350758,0.0168092652670151,0.0,1.0,1.0,2.0,Low
0.5516902718908301,3.0,0,0.0036082518066624,0.0827044350253282,0.020676108756332,7.699999999999999,3.0,7.0,9.0,Low
0.6998880626848965,0.0,0,0.0009330798169322,0.3198209002958343,0.0799552250739585,0.0,0.0,0.0,0.0,Low
0.6086130118388183,1.0,0,0.0013737692291508,0.1629195177582274,0.0543065059194091,0.0,2.0,2.0,2.0,Low
8.134637148403618,5.0,0,0.0036125042692486,1.0738920325471892,13.795382264260049,14.0,2.4,8.0,12.0,Low
0.589015488695033,1.0,0,0.0016762163050158,0.1335232330425494,0.0445077443475164,0.0,3.0,3.0,3.0,Low
0.5793587810491231,4.0,0,0.0018801852999381,0.1190381715736846,0.0396793905245615,0.0,4.5,8.0,18.0,Low
1.353257589206462,4.0,0,0.1050619374905904,0.0745606248890466,0.0319545535238771,5.6000000000000005,2.75,6.0,11.0,Low
1.040273026849824,40.0,0,0.0523875040864673,0.230702846189558,0.0498432075100896,1.6,2.025,15.0,81.0,Low
1.0642281170832224,26.0,0,0.1126710105447643,0.0973353939302442,0.0311208402362005,2.0,1.807692307692308,17.0,47.0,Low
1.0089257083615335,40.0,0,0.0866414632410419,0.1842695777815665,0.0335818389415004,5.6000000000000005,1.3,6.0,52.0,Low
1.2824099671109317,15.0,0,0.0597488898461488,0.1460903962421055,0.0187295379797571,5.0,1.4,7.0,21.0,Low
1.4007295906908508,14.0,0,0.0773971318109716,0.197603503269133,0.0038556781125684,16.8,1.3571428571428572,6.0,19.0,Low
0.9519808108732912,22.0,0,0.1090777542640636,0.0984899574441308,0.0054716643024517,1.9,1.2272727272727273,6.0,27.0,Low
0.9335654946714778,21.0,0,0.0977969408828619,0.0633167285848329,0.0038142607581224,1.6,1.238095238095238,6.0,26.0,Low
1.029150702531931,12.0,0,0.0678207352761467,0.0561013520425842,0.0022000530212778,3.0,1.0,1.0,12.0,Low
0.9462585740672812,13.0,0,0.0459640474431583,0.0908940402725522,0.0016231078620098,1.0,1.0,1.0,13.0,Low
0.7206630453355163,39.0,0,0.0938738576356099,0.0405313581581279,0.0007947325129044,3.2,1.0,1.0,39.0,Low
0.8317225245679244,40.0,0,0.1752080983599072,0.061316020641357,0.0021290284944915,12.6,1.15,6.0,46.0,Low
1.3274435006929484,12.0,0,0.0978652787026676,0.0541246819222037,0.000762319463693,1.0,1.4166666666666667,6.0,17.0,Low
